AGUASCALIENTES,17.2,16.2,0,1.3,9.3,247.5,161.7,57.6,56.6,11.5,2.9,0.4,582.2
BAJA CALIFORNIA,12.8,28.6,3.4,5.6,0.6,0,0,0,1.5,0.2,31.2,21.6,105.5
BAJA CALIFORNIA SUR,6.1,0.6,0,0,0,0,82.2,49.4,122.3,48,0,1.4,310
CAMPECHE,76.3,88.3,9.6,16.9,23.9,112.9,119.7,325.1,221.5,276.4,26.9,9.6,1307.1
COAHUILA,47.1,1.2,28.9,21.8,97.7,85.5,132.4,25.9,60,4.2,16.8,0.8,522.3
COLIMA,14.1,0.3,0,0,0,69.9,273.7,329.8,203.8,121.7,3.2,12.6,1029.1
CHIAPAS,104,31.6,33.4,58.5,148,256.6,279.3,459.1,368.3,503.2,41.4,19.2,2302.6
CHIHUAHUA,58.4,0.2,3.4,0.5,11.8,47.3,117.2,120.5,75,14,15.6,32.6,496.5
DISTRITO FEDERAL,5.2,21.9,18.9,22.8,58.5,98.8,191,196.9,193.7,50.9,6.6,1.3,866.5
DURANGO,10.3,0,0,0.2,2.8,107.5,138.5,67.6,83.8,12.7,4,2.2,429.6
GUANAJUATO,11.5,22.8,2.4,8.8,22.4,180.9,258.2,137.6,120.9,21,10,2.2,798.7
GUERRERO,1,0.9,0.2,16.4,41.9,132.6,242.4,416.3,194.9,140.3,2,4.3,1193.2
HIDALGO,9.4,48.8,20.1,33.5,44.8,94.1,127.5,241.1,137.7,94.4,30.3,9.5,891.2
JALISCO,17.5,7.9,0.1,1.9,2.6,191.9,242.5,171.5,153.5,37,6.9,3.2,836.5
ESTADODEMEXICO,5,13.3,17,28.5,55.7,125,206.8,184.3,163.9,65.9,8.8,2.1,876.3
MICHOACAN,11.5,12.4,3.8,7.4,19.6,136,188.5,235.1,151.5,40.8,9,8.4,824
MORELOS,2.6,2.4,1.5,5.3,37.5,190.2,188.3,175.5,119.8,48.9,0.9,0.7,773.6
NAYARIT,21,1.4,0,0,0.1,121.3,296.3,370.1,192.5,48.9,3.4,0,1055
NUEVO LEÓN,28.1,16,7.6,43.9,130.3,103.3,114.6,122.1,105.2,15.8,10.8,0.8,698.5
OAXACA,9,26.6,8.1,29.4,52.3,125,267.6,306.1,190,115.3,17.5,8.3,1155.2
PUEBLA,18.9,44.4,21.9,49.6,75,130.8,190.5,365.2,310.4,131.5,46.4,25.5,1410.1
QUERETARO,1.6,20.5,7.2,39.9,25.8,127.8,187.4,100.9,86.5,29.9,10.7,1,639.2
QUINTANA ROO,64.4,102.8,24.1,13.7,117,94.8,39.1,198.9,107,189.5,99.3,42.7,1093.3
SANLUISPOTOSI,15.3,61.9,16.1,50.6,70.3,163.1,182.3,336.9,233.1,66.7,22.1,4.3,1222.7
SINALOA,22.5,0.3,0.1,0,0,39.2,146.8,192.5,171.3,16,18.2,31.7,638.6
SONORA,26.6,0.2,5,0.3,0.5,12.4,103.8,88.9,157,1.1,28.2,20.5,444.5
TABASCO,363.9,127.3,55.8,31.3,29,87.5,105.5,469.2,313.7,802.5,109,59.4,2554.1
TAMAULIPAS,38.3,37.1,21.9,32.2,71,135.9,236.2,219.3,149.3,35.1,22.8,3.3,1002.4
TLAXCALA,9.6,18.1,6.9,38.7,76.9,112.1,135.3,139.9,102.7,23.8,7.6,5.6,677.2
VERACRUZ,53.8,73.9,18.5,41.7,40.3,105.5,131.6,346.1,304.2,226.2,105.9,54.9,1502.6
YUCATÁN,28.4,73.9,26.2,12.2,88,76.7,102.3,208.9,211,136.8,20.4,6.6,991.4
ZACATECAS,19,3.4,0.2,2.2,3.1,175.7,102.3,60.1,55.5,12.1,5.3,1.2,440.1
NACIONAL,36,21.2,10.2,16,38.8,96.4,149.7,179.4,146.2,79.3,23.9,15.1,812.2
