D a t e , P r o d u c t i o n
2006-01-31,3398.2
2006-02-28,3847.83
2006-03-31,3854.31
2006-04-30,3481.07
2006-05-31,3285.66
2006-06-30,3188.38
2006-07-31,6099.44
2006-08-31,10113.26
2006-09-30,11605.17
2006-10-31,11007.18
2006-11-30,10394.37
2006-12-31,7845.82
2007-01-31,4123.54
2007-02-28,2629.01
2007-03-31,4396.69
2007-04-30,3339.69
2007-05-31,3740.48
2007-06-30,6619.65
2007-07-31,13244.25
2007-08-31,13165.44
2007-09-30,13052.77
2007-10-31,13161.04
2007-11-30,11371.72
2007-12-31,8627.506
2008-01-31,5690.78
2008-02-29,4305.26
2008-03-31,4534.61
2008-04-30,4024.84
2008-05-31,3684.42
2008-06-30,9846.28
2008-07-31,12237.29
2008-08-31,12294.1
2008-09-30,12511.862
2008-10-31,13287.74
2008-11-30,11347.746
2008-12-31,9390.636
2009-01-31,7488.727
2009-02-28,5613.972
2009-03-31,5389.14
2009-04-30,3906.42
2009-05-31,4251.22
2009-06-30,5042.93
2009-07-31,7085.26
2009-08-31,5547.79
2009-09-30,12588.9
2009-10-31,10602.53
2009-11-30,6580.19
2009-12-31,5702.22
2010-01-31,5112.2
2010-02-28,4327.98
2010-03-31,4187.72
2010-04-30,4081.03
2010-05-31,2677.59
2010-06-30,3925.14
2010-07-31,13064.37
2010-08-31,13610.03
2010-09-30,13174.26
2010-10-31,13644.17
2010-11-30,12026.62
2010-12-31,9567.04
2011-01-31,7659.64
2011-02-28,6080.64
2011-03-31,5885.53
2011-04-30,4255.79
2011-05-31,2829.39
2011-06-30,4140.17
2011-07-31,13474.89
2011-08-31,12998.59
2011-09-30,10430.87
2011-10-31,7804.38
2011-11-30,6192.43
2011-12-31,5592.66
2012-01-31,4913.27
2012-02-29,5453.98
2012-03-31,4704.26
2012-04-30,4206.6
2012-05-31,3559.6
2012-06-30,2752.6
2012-07-31,6141.3
2012-08-31,9109.6
2012-09-30,11833.9
2012-10-31,8454.3
2012-11-30,6953.2
2012-12-31,6188.6
2013-01-31,4987.5
2013-02-28,3924.826
2013-03-31,3790.511
2013-04-30,2848.282
2013-05-31,2538.761
2013-06-30,4166.843
2013-07-31,10487.149
2013-08-31,9691.477
2013-09-30,13163.63
2013-10-31,12890.02
2013-11-30,11190.42
2013-12-31,8385.087
2014-01-31,8689.587
2014-02-28,5445.468
2014-03-31,5089.042
2014-04-30,3675.568
2014-05-31,2926.69
2014-06-30,5974.395
2014-07-31,7062.31
2014-08-31,10934.932
2014-09-30,12760.535
2014-10-31,12940.426
2014-11-30,10320.006
2014-12-31,7806.779
2015-01-31,7266.694
2015-02-28,5039.862
2015-03-31,6105.498
2015-04-30,4757.99
2015-05-31,6372.428
2015-06-30,10666.595
2015-07-31,13012.463
2015-08-31,9478.881
2015-09-30,11199.875
2015-10-31,9488.892
2015-11-30,6581.655
2015-12-31,5614.96
