,,Hermosillo,Hermosillo,Hermosillo,Nacozari/Cananea,Nacozari/Cananea,Nacozari/Cananea,Obregon,Obregon,Obregon,Los Mochis,Los Mochis,Los Mochis,Culiacan,Culiacan,Culiacan,Mazatlan,Mazatlan,Mazatlan,Juarez,Juarez,Juarez,Moctezuma,Moctezuma,Moctezuma,Chihuahua,Chihuahua,Chihuahua,Durango,Durango,Durango,Laguna,Laguna,Laguna,Rio Escondido,Rio Escondido,Rio Escondido,Nuevo Laredo,Nuevo Laredo,Nuevo Laredo,Reynosa,Reynosa,Reynosa,Matamoros,Matamoros,Matamoros,Monterrey,Monterrey,Monterrey,Saltillo,Saltillo,Saltillo,Valles,Valles,Valles,Guemez,Guemez,Guemez,Huasteca,Huasteca,Huasteca,Tepic,Tepic,Tepic,Guadalajara,Guadalajara,Guadalajara,Aguascalientes,Aguascalientes,Aguascalientes,San Luis Potosi,San Luis Potosi,San Luis Potosi,Salamanca,Salamanca,Salamanca,Manzanillo,Manzanillo,Manzanillo,Carapan,Carapan,Carapan,Lazaro Cardenas,Lazaro Cardenas,Lazaro Cardenas,Queretaro,Queretaro,Queretaro,Poza Rica,Poza Rica,Poza Rica,Veracruz,Veracruz,Veracruz,Puebla,Puebla,Puebla,Acapulco,Acapulco,Acapulco,Temascal,Temascal,Temascal,Ixtepec,Ixtepec,Ixtepec,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,Tabasco,Tabasco,Tabasco,Grijalva,Grijalva,Grijalva,Campeche/Lerma,Campeche/Lerma,Campeche/Lerma,Merida,Merida,Merida,Cancun,Cancun,Cancun,Cozumel,Cozumel,Cozumel,Chetumal,Chetumal,Chetumal,Tijuana,Tijuana,Tijuana,Ensenada,Ensenada,Ensenada,Mexicali,Mexicali,Mexicali,San Luis Rio Colorado,San Luis Rio Colorado,San Luis Rio Colorado,Villa Constitucion,Villa Constitucion,Villa Constitucion,La Paz,La Paz,La Paz,Los Cabos,Los Cabos,Los Cabos,Loreto,Loreto,Loreto,Mulege,Mulege,Mulege
,,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual,DiaPico,ValorPico,PromedioMensual
Ano,Mes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,23,618.6283319,579.869514,23,158.4134793,148.4884259,23,319.3138788,299.3079595,23,256.5423944,240.4692865,23,304.8900639,285.7878375,23,154.8729799,145.1697489,28,478.9070948,439.7285895,28,259.4000443,238.1790056,28,898.7176704,825.1952369,28,211.6263737,194.3136107,28,617.0008376,566.5251381,28,240.4330669,201.9446108,28,204.5273711,171.7866885,28,450.4735439,378.3618688,28,248.5216943,208.7384131,28,3022.60136,2538.744206,28,787.5049348,661.4413719,28,201.8349654,169.5252823,28,143.5703028,120.5876101,28,428.600847,359.990547,28,340.6950822,314.8854508,28,1717.314896,1587.218317,28,1173.582777,1084.677065,28,658.0771452,608.223979,28,706.4732616,652.9538084,28,301.3618608,278.5319494,28,491.3140252,454.0941339,28,505.1227199,466.8567398,28,1439.090088,1330.070654,27,441.0138713,412.6254049,27,448.3317034,419.4721814,27,1449.044159,1355.76786,27,395.2554983,369.8125402,27,574.5404629,537.5567676,27,155.2132413,145.2220229,27,500.2155821,468.0162474,27,662.4323397,619.7909639,27,377.8385572,353.5167436,12,196.7796576,167.1977419,12,431.1191863,366.3089738,12,457.0810665,388.3680006,12,27.78407583,23.6072915,12,58.20954857,49.45889832,15,374.9437015,339.8748571,15,111.3667967,100.9505533,15,645.5387919,585.160929,15,135.4721153,122.8012783,26,22.26993596,20.94577812,26,91.49604626,86.05574292,26,103.9586669,97.77734314,26,6.813593204,6.408460793,8,13.29166667,12.61527778
2016,2,27,659.1041246,610.4759141,27,168.778202,156.3258722,27,340.2060393,315.1058915,27,273.3275241,253.1616233,27,324.8384988,300.8721568,27,165.0060539,152.8320303,25,484.2973445,451.6230597,25,262.3196732,244.6216457,25,908.8330199,847.5164149,25,214.008295,199.5697108,25,623.9453757,581.8494007,6,248.7801782,208.7949696,6,211.6279449,177.6140311,6,466.1126274,391.1966482,6,257.1496184,215.819231,6,3127.536968,2624.863407,6,814.8447323,683.8787653,6,208.842067,175.2759136,6,148.5546309,124.6781792,6,443.4805764,372.202135,27,360.361517,338.1901772,27,1816.445946,1704.688618,27,1241.327192,1164.954201,27,696.0642837,653.2387404,27,747.2540391,701.2790323,27,318.7578072,299.1461469,27,519.674855,487.701719,27,534.2806489,501.4088875,27,1522.160766,1428.509413,25,475.8020545,442.7338923,25,483.697134,450.0802651,25,1563.348077,1454.695651,25,426.4341564,396.7970548,25,619.8615293,576.781258,25,167.4568169,155.8185965,25,539.6737318,502.1664988,25,714.6865184,665.0159264,25,407.6433271,379.312185,25,224.1033426,198.6793513,25,490.9819026,435.2811732,25,520.5486993,461.4936872,25,31.64201187,28.05230087,25,66.29218975,58.77149846,19,378.609964,348.0971211,19,112.4557599,103.3927525,19,651.8509786,599.3171619,19,136.7967844,125.772091,17,23.64290422,21.92685197,17,97.13688727,90.08648546,17,110.3678434,102.3571107,17,7.233659399,6.70862502,13,13.625,12.8452381
2016,3,25,713.9619253,653.6487549,25,182.8257563,167.3812339,25,368.5216792,337.390172,25,296.0768079,271.0652067,25,351.8750852,322.1498278,25,178.739649,163.6403075,26,552.6230417,481.0230299,26,299.3282895,260.5461406,26,1037.053111,902.6884369,26,244.2010394,212.5613936,26,711.9729136,619.7269065,27,231.7476288,208.1161617,27,197.1389954,177.0365947,27,434.2005739,389.924839,27,239.5440615,215.1175867,27,2913.412481,2616.329782,27,759.0569952,681.6554248,27,194.5438506,174.7060786,27,138.3839488,124.2728412,27,413.1180094,370.9920783,24,374.2819514,349.005352,24,1886.613585,1759.203819,24,1289.278522,1202.20893,24,722.9526076,674.1290312,24,776.1197762,723.7056306,24,331.0711285,308.7127106,24,539.7494172,503.2982078,24,554.9194196,517.4437256,24,1580.960437,1474.192522,27,508.573873,461.9427031,27,517.0127418,469.6078116,27,1671.026804,1517.810253,27,455.8056621,414.0128128,27,662.5557322,601.8059562,27,178.9907402,162.5790682,27,576.8448398,523.9539008,27,763.9119822,693.8688453,27,435.7205769,395.7693302,27,245.1942106,214.0686953,27,537.1893101,468.9972674,27,569.5387043,497.2401554,27,34.61991255,30.22518147,27,72.53109634,63.32383267,24,394.7532599,355.8301364,24,117.2506855,105.6896337,24,679.6448146,612.6310576,24,142.6295706,128.5661316,25,25.01170062,23.08248465,25,102.7605881,94.83440309,25,116.7575451,107.7517393,25,7.65244919,7.062196356,11,14.125,13.34583333
2016,4,28,797.4188591,714.8335979,28,204.1967518,183.0489674,28,411.5991716,368.9716055,28,330.686024,296.4382867,28,393.0067124,352.3046878,28,199.6330084,178.9578714,24,592.8090116,545.2737717,24,321.0950214,295.3475571,24,1112.466154,1023.261462,24,261.9589953,240.953438,24,763.7465818,702.504468,28,275.9679393,229.9406382,28,234.7555511,195.6018564,28,517.0514074,430.8150102,28,285.2520277,237.6762803,28,3469.327574,2890.695921,28,903.8944471,753.1384499,28,231.6652206,193.0269465,28,164.7893158,137.3049367,28,491.9460292,409.8968314,28,380.011218,353.4503723,28,1915.492648,1781.609483,28,1309.013965,1217.520566,28,734.0190996,682.7149088,28,788.0001169,732.9229283,28,336.1389517,312.6445536,28,548.011553,509.7083409,28,563.413768,524.0340196,28,1605.16076,1492.968211,28,536.0720469,481.8325862,28,544.9671985,489.8277314,28,1761.377859,1583.162662,28,480.450702,431.8389768,28,698.3795796,627.7179362,28,188.6686234,169.5792408,28,608.0343692,546.5138021,28,805.2160792,723.7447803,28,459.2796326,412.8099841,28,276.4326028,230.6152677,28,605.6286519,505.2487017,28,642.0994446,535.6746412,28,39.03058115,32.56145559,28,81.77175024,68.21848754,10,426.5460147,377.403168,10,126.693856,112.0973141,10,734.3822498,649.7732437,10,154.1167132,136.3607531,24,26.31434087,23.94912206,24,108.1124865,98.39498345,24,122.8384223,111.7973041,24,8.050998193,7.327348208,10,15.29166667,13.63362069
2016,5,30,1088.021654,901.2367985,30,278.6120308,230.7816334,30,561.5979689,465.1862888,30,451.1976998,373.7388578,30,536.2298728,444.1732312,30,272.3851255,225.6237249,27,676.9540103,594.7197723,27,366.6721628,322.1299851,27,1270.372767,1116.05189,27,299.1422009,262.8033498,27,872.1549459,766.208314,11,282.5449768,248.7349465,11,240.3503897,211.589468,11,529.3740943,466.0278817,11,292.0503293,257.102865,11,3552.010721,3126.968339,11,925.436615,814.6965823,11,237.1864085,208.8040966,11,168.7166761,148.5276216,11,503.6703892,443.3999455,21,392.4640612,363.8033383,21,1978.262715,1833.794864,21,1351.909924,1253.183138,21,758.0726651,702.71241,21,813.8226227,754.39108,21,347.1541151,321.8022705,21,565.9697122,524.6382817,21,581.8766527,539.3835759,21,1657.761352,1536.698959,12,516.599028,479.1275677,12,525.1710598,487.0778281,12,1697.395144,1574.274753,12,462.9981493,429.4146236,12,673.0106783,624.1939143,12,181.8151646,168.6272193,12,585.9472917,543.4456619,12,775.9663018,719.6816617,12,442.596127,410.49246,28,259.1702124,231.1976193,28,567.8089514,506.52456,28,602.0022521,537.0273313,28,36.59323794,32.64368006,28,76.66534867,68.39075345,29,510.671964,421.2498718,29,151.6811739,125.1207812,29,879.2214976,725.2639056,29,184.5125306,152.2031467,29,30.92408582,27.24991149,29,127.0516266,111.9562789,29,144.3572511,127.2057754,29,9.461371664,8.337240489,29,19.95833333,16.55555556
2016,6,24,1258.412437,1190.865936,24,322.2443627,304.9475858,24,649.5476132,614.6825187,24,521.8579931,493.846762,24,620.2067196,586.9165258,24,315.0422864,298.1320879,5,727.9819036,673.1297091,5,394.311423,364.60073,5,1366.131777,1263.196078,5,321.6911423,297.4522635,5,937.8968263,867.2279004,12,311.9272157,281.8596808,12,265.3447557,239.7674341,12,584.4244309,528.090129,12,322.4210428,291.3419786,12,3921.389178,3543.395531,12,1021.674035,923.1920237,12,261.8517478,236.611127,12,186.2617541,168.3074638,12,556.0477624,502.4487667,12,388.4081447,349.7733491,12,1957.818376,1763.075002,12,1337.938623,1204.854428,12,750.2383698,675.6124731,12,805.4121799,725.2981674,12,343.5664539,309.3920425,12,560.1207031,504.4057312,12,575.8632535,518.5823766,12,1640.629232,1477.436529,11,513.7669448,484.6886956,11,522.2919833,492.7312328,11,1688.089737,1592.547012,11,460.4599152,434.3987443,11,669.32112,631.4387951,11,180.8184231,170.5844382,11,582.7350296,549.7533157,11,771.7123234,728.0348477,11,440.1697402,415.2569553,24,270.5905324,239.4345953,24,592.8294191,524.5707262,24,628.5294455,556.1602327,24,38.20571679,33.80669035,24,80.04360269,70.82733994,25,558.7670124,521.9165097,25,165.9664958,155.0210594,25,962.0265142,898.5811784,25,201.8899073,188.5753336,29,36.50180497,32.51912865,29,149.9676893,133.604861,29,170.3946967,151.8030976,29,11.16790146,9.949382629,16,22.375,20.72988506
2016,7,22,1283.134877,1110.044725,22,328.5750906,284.2515254,22,662.3084547,572.9654921,22,532.1102779,460.3305682,22,632.3911375,547.0839105,22,321.2315242,277.8985789,0,703.0719155,652.3827368,0,380.8189271,353.3631318,0,1319.385661,1224.262283,0,310.6835575,288.2842922,0,905.8039972,840.4985005,29,315.706131,286.3800322,29,268.5593369,243.6127271,29,591.5045777,536.5594246,29,326.3270881,296.0144033,29,3968.895766,3600.223073,29,1034.051345,937.9978035,29,265.0240121,240.4058004,29,188.5182658,171.0067108,29,562.7841333,510.5068366,30,365.9981199,333.1993739,30,1844.857927,1679.531869,30,1260.74344,1147.762521,30,706.9517892,643.5986435,30,758.9422302,690.9299862,30,323.7436647,294.7315315,30,527.8033611,480.504516,30,542.6376119,494.0094025,30,1545.969678,1407.428346,21,524.3232098,488.9034302,21,533.0234106,497.0159034,21,1722.774574,1606.395412,21,469.9208915,438.1761697,21,683.0735251,636.9296328,21,184.5336625,172.0677988,21,594.7083679,554.5338364,21,787.5685398,734.3656611,21,449.2138184,418.8679284,20,273.3308692,256.4867165,20,598.8331484,561.9297535,20,634.8947178,595.7690105,20,38.59263548,36.21434484,20,80.85422394,75.8715416,24,656.5001434,589.851998,24,194.9954559,175.1994427,24,1130.293182,1015.545386,24,237.2021794,213.1213235,22,38.53836401,34.69276291,22,158.3348934,142.5352388,22,179.9015926,161.9498767,22,11.79099642,10.61441641,29,24.375,21.82777778
2016,8,28,1266.162457,1103.573967,28,324.2289268,282.5945447,28,653.547897,569.6255181,28,525.0718915,457.6471742,28,624.0263054,543.8948073,28,316.982496,276.2786314,28,646.1645273,589.5782799,28,349.9950384,319.3450955,28,1212.593183,1106.403359,28,285.5365001,260.531353,28,832.4872588,759.5842627,27,317.1967608,294.9446431,27,269.8273596,250.8983196,27,594.2974101,552.6060136,27,327.8678655,304.867144,27,3987.6352,3707.892974,27,1038.933695,966.0499903,27,266.2753425,247.5954851,27,189.4083687,176.1209149,27,565.4413601,525.7742851,4,374.0027707,347.5822392,4,1885.20634,1752.030446,4,1288.316836,1197.306773,4,722.4133499,671.3801861,4,775.5408605,720.7546308,4,330.8241791,307.453896,4,539.3468126,501.2459467,4,554.5054995,515.3337844,4,1579.781183,1468.181319,27,512.7518819,490.28579,27,521.2600773,498.421201,27,1684.754534,1610.937447,27,459.5501724,439.4150997,27,667.9987247,638.7305322,27,180.4611754,172.5543154,27,581.5837047,556.1017641,27,770.1876311,736.442058,27,439.3000853,420.0522649,7,270.3517135,256.5468553,7,592.3061973,562.0615099,7,627.9747154,595.9087012,7,38.17199703,36.22283607,7,79.97295748,75.8893313,0,636.8992234,571.280823,0,189.1735374,169.6833818,0,1096.546371,983.5714824,0,230.1201079,206.4113125,3,37.82116159,34.81365941,3,155.3882668,143.0319422,3,176.5536078,162.5142357,3,11.57156491,10.65140527,27,24.54166667,22.83611111
