name_switch,name_prodesen,load_zone,load_area,time,timestamp,capacity_factor
bacurato,bacurato,04-noroeste,04-los_mochis,2013-04-30,20130430,13.162835
bacurato,bacurato,04-noroeste,04-los_mochis,2013-05-31,20130531,2.163397
bacurato,bacurato,04-noroeste,04-los_mochis,2013-06-30,20130630,44.992034
bacurato,bacurato,04-noroeste,04-los_mochis,2013-07-31,20130731,37.887264
bacurato,bacurato,04-noroeste,04-los_mochis,2013-08-31,20130831,37.195303
bacurato,bacurato,04-noroeste,04-los_mochis,2013-09-30,20130930,0
bacurato,bacurato,04-noroeste,04-los_mochis,2013-10-31,20131031,0
bacurato,bacurato,04-noroeste,04-los_mochis,2013-11-30,20131130,0
bacurato,bacurato,04-noroeste,04-los_mochis,2013-12-31,20131231,0
bacurato,bacurato,04-noroeste,04-los_mochis,2012-01-31,20120131,5.428706
bacurato,bacurato,04-noroeste,04-los_mochis,2012-02-29,20120229,19.598608
bacurato,bacurato,04-noroeste,04-los_mochis,2012-03-31,20120331,37.639968
bacurato,bacurato,04-noroeste,04-los_mochis,2012-04-30,20120430,33.79353
bacurato,bacurato,04-noroeste,04-los_mochis,2012-05-31,20120531,0
bacurato,bacurato,04-noroeste,04-los_mochis,2012-06-30,20120630,0
bacurato,bacurato,04-noroeste,04-los_mochis,2012-07-31,20120731,0
bacurato,bacurato,04-noroeste,04-los_mochis,2012-08-31,20120831,0
bacurato,bacurato,04-noroeste,04-los_mochis,2012-09-30,20120930,0
bacurato,bacurato,04-noroeste,04-los_mochis,2012-10-31,20121031,0
bacurato,bacurato,04-noroeste,04-los_mochis,2012-11-30,20121130,0
bacurato,bacurato,04-noroeste,04-los_mochis,2012-12-31,20121231,0
bacurato,bacurato,04-noroeste,04-los_mochis,2011-01-31,20110131,55.587351
bacurato,bacurato,04-noroeste,04-los_mochis,2011-02-29,20110229,38.149437
bacurato,bacurato,04-noroeste,04-los_mochis,2011-03-31,20110331,51.154781
bacurato,bacurato,04-noroeste,04-los_mochis,2011-04-30,20110430,59.613578
bacurato,bacurato,04-noroeste,04-los_mochis,2011-05-31,20110531,81.139124
bacurato,bacurato,04-noroeste,04-los_mochis,2011-06-30,20110630,9.578578
bacurato,bacurato,04-noroeste,04-los_mochis,2011-07-31,20110731,0.006597
bacurato,bacurato,04-noroeste,04-los_mochis,2011-08-31,20110831,3.100423
bacurato,bacurato,04-noroeste,04-los_mochis,2011-09-30,20110930,40.580021
bacurato,bacurato,04-noroeste,04-los_mochis,2011-10-31,20111031,10.665388
bacurato,bacurato,04-noroeste,04-los_mochis,2011-11-30,20111130,0
bacurato,bacurato,04-noroeste,04-los_mochis,2011-12-31,20111231,0
bombana,bombana,02-oriental,39-grijalva,2013-01-31,20130131,67.545908
bombana,bombana,02-oriental,39-grijalva,2013-02-29,20130229,56.641804
bombana,bombana,02-oriental,39-grijalva,2013-03-31,20130331,55.319126
bombana,bombana,02-oriental,39-grijalva,2013-04-30,20130430,48.370945
bombana,bombana,02-oriental,39-grijalva,2013-05-31,20130531,45.665023
bombana,bombana,02-oriental,39-grijalva,2013-06-30,20130630,64.779845
bombana,bombana,02-oriental,39-grijalva,2013-07-31,20130731,71.396522
bombana,bombana,02-oriental,39-grijalva,2013-08-31,20130831,73.250981
bombana,bombana,02-oriental,39-grijalva,2013-09-30,20130930,60.348044
bombana,bombana,02-oriental,39-grijalva,2013-10-31,20131031,64.640426
bombana,bombana,02-oriental,39-grijalva,2013-11-30,20131130,68.940336
bombana,bombana,02-oriental,39-grijalva,2013-12-31,20131231,72.180556
bombana,bombana,02-oriental,39-grijalva,2006-01-31,20060131,66.140691
bombana,bombana,02-oriental,39-grijalva,2006-02-29,20060229,50.343379
bombana,bombana,02-oriental,39-grijalva,2006-03-31,20060331,48.530508
bombana,bombana,02-oriental,39-grijalva,2006-04-30,20060430,41.783079
bombana,bombana,02-oriental,39-grijalva,2006-05-31,20060531,41.281939
bombana,bombana,02-oriental,39-grijalva,2006-06-30,20060630,72.718061
bombana,bombana,02-oriental,39-grijalva,2006-07-31,20060731,76.199852
bombana,bombana,02-oriental,39-grijalva,2006-08-31,20060831,72.523484
bombana,bombana,02-oriental,39-grijalva,2006-09-30,20060930,74.219678
bombana,bombana,02-oriental,39-grijalva,2006-10-31,20061031,76.588104
bombana,bombana,02-oriental,39-grijalva,2006-11-30,20061130,73.157072
bombana,bombana,02-oriental,39-grijalva,2006-12-31,20061231,73.031833
bombana,bombana,02-oriental,39-grijalva,2008-01-31,20080131,66.116333
bombana,bombana,02-oriental,39-grijalva,2008-02-29,20080229,48.464509
bombana,bombana,02-oriental,39-grijalva,2008-03-31,20080331,48.733514
bombana,bombana,02-oriental,39-grijalva,2008-04-30,20080430,49.651453
bombana,bombana,02-oriental,39-grijalva,2008-05-31,20080531,43.839801
bombana,bombana,02-oriental,39-grijalva,2008-06-30,20080630,59.192085
bombana,bombana,02-oriental,39-grijalva,2008-07-31,20080731,68.946909
bombana,bombana,02-oriental,39-grijalva,2008-08-31,20080831,57.92218
bombana,bombana,02-oriental,39-grijalva,2008-09-30,20080930,73.390612
bombana,bombana,02-oriental,39-grijalva,2008-10-31,20081031,75.331716
bombana,bombana,02-oriental,39-grijalva,2008-11-30,20081130,69.851861
bombana,bombana,02-oriental,39-grijalva,2008-12-31,20081231,64.853478
boquilla,boquilla,05-norte,09-chihuahua,2009-01-31,20090131,28.081911
boquilla,boquilla,05-norte,09-chihuahua,2009-02-29,20090229,63.990528
boquilla,boquilla,05-norte,09-chihuahua,2009-03-31,20090331,64.33365
boquilla,boquilla,05-norte,09-chihuahua,2009-04-30,20090430,70.784683
boquilla,boquilla,05-norte,09-chihuahua,2009-05-31,20090531,74.560344
boquilla,boquilla,05-norte,09-chihuahua,2009-06-30,20090630,78.885822
boquilla,boquilla,05-norte,09-chihuahua,2009-07-31,20090731,59.925911
boquilla,boquilla,05-norte,09-chihuahua,2009-08-31,20090831,55.592667
boquilla,boquilla,05-norte,09-chihuahua,2009-09-30,20090930,0
boquilla,boquilla,05-norte,09-chihuahua,2009-10-31,20091031,0
boquilla,boquilla,05-norte,09-chihuahua,2009-11-30,20091130,0
boquilla,boquilla,05-norte,09-chihuahua,2009-12-31,20091231,0
boquilla,boquilla,05-norte,09-chihuahua,2012-01-31,20120131,3.786789
boquilla,boquilla,05-norte,09-chihuahua,2012-02-29,20120229,58.913133
boquilla,boquilla,05-norte,09-chihuahua,2012-03-31,20120331,68.204294
boquilla,boquilla,05-norte,09-chihuahua,2012-04-30,20120430,66.379817
boquilla,boquilla,05-norte,09-chihuahua,2012-05-31,20120531,59.325411
boquilla,boquilla,05-norte,09-chihuahua,2012-06-30,20120630,56.965994
boquilla,boquilla,05-norte,09-chihuahua,2012-07-31,20120731,55.119739
boquilla,boquilla,05-norte,09-chihuahua,2012-08-31,20120831,55.772439
boquilla,boquilla,05-norte,09-chihuahua,2012-09-30,20120930,0
boquilla,boquilla,05-norte,09-chihuahua,2012-10-31,20121031,0
boquilla,boquilla,05-norte,09-chihuahua,2012-11-30,20121130,0
boquilla,boquilla,05-norte,09-chihuahua,2012-12-31,20121231,0
boquilla,boquilla,05-norte,09-chihuahua,2008-01-31,20080131,32.028206
boquilla,boquilla,05-norte,09-chihuahua,2008-02-29,20080229,67.074478
boquilla,boquilla,05-norte,09-chihuahua,2008-03-31,20080331,70.467944
boquilla,boquilla,05-norte,09-chihuahua,2008-04-30,20080430,63.518044
boquilla,boquilla,05-norte,09-chihuahua,2008-05-31,20080531,62.068706
boquilla,boquilla,05-norte,09-chihuahua,2008-06-30,20080630,52.754917
boquilla,boquilla,05-norte,09-chihuahua,2008-07-31,20080731,39.252789
boquilla,boquilla,05-norte,09-chihuahua,2008-08-31,20080831,61.062744
boquilla,boquilla,05-norte,09-chihuahua,2008-09-30,20080930,59.193428
boquilla,boquilla,05-norte,09-chihuahua,2008-10-31,20081031,10.975939
boquilla,boquilla,05-norte,09-chihuahua,2008-11-30,20081130,0
boquilla,boquilla,05-norte,09-chihuahua,2008-12-31,20081231,0
botello,botello,03-occidental,28-carapan,2009-01-31,20090131,41.599823
botello,botello,03-occidental,28-carapan,2009-02-29,20090229,28.780957
botello,botello,03-occidental,28-carapan,2009-03-31,20090331,39.714383
botello,botello,03-occidental,28-carapan,2009-04-30,20090430,31.346829
botello,botello,03-occidental,28-carapan,2009-05-31,20090531,15.45115
botello,botello,03-occidental,28-carapan,2009-06-30,20090630,26.859282
botello,botello,03-occidental,28-carapan,2009-07-31,20090731,40.067122
botello,botello,03-occidental,28-carapan,2009-08-31,20090831,36.110764
botello,botello,03-occidental,28-carapan,2009-09-30,20090930,42.877422
botello,botello,03-occidental,28-carapan,2009-10-31,20091031,44.496875
botello,botello,03-occidental,28-carapan,2009-11-30,20091130,49.324792
botello,botello,03-occidental,28-carapan,2009-12-31,20091231,42.384198
botello,botello,03-occidental,28-carapan,2012-01-31,20120131,28.652415
botello,botello,03-occidental,28-carapan,2012-02-29,20120229,27.809452
botello,botello,03-occidental,28-carapan,2012-03-31,20120331,36.909205
botello,botello,03-occidental,28-carapan,2012-04-30,20120430,33.115139
botello,botello,03-occidental,28-carapan,2012-05-31,20120531,32.203202
botello,botello,03-occidental,28-carapan,2012-06-30,20120630,28.878225
botello,botello,03-occidental,28-carapan,2012-07-31,20120731,49.18358
botello,botello,03-occidental,28-carapan,2012-08-31,20120831,58.963418
botello,botello,03-occidental,28-carapan,2012-09-30,20120930,73.928534
botello,botello,03-occidental,28-carapan,2012-10-31,20121031,62.70939
botello,botello,03-occidental,28-carapan,2012-11-30,20121130,66.842045
botello,botello,03-occidental,28-carapan,2012-12-31,20121231,37.745579
botello,botello,03-occidental,28-carapan,2008-01-31,20080131,41.593565
botello,botello,03-occidental,28-carapan,2008-02-29,20080229,30.147469
botello,botello,03-occidental,28-carapan,2008-03-31,20080331,41.743063
botello,botello,03-occidental,28-carapan,2008-04-30,20080430,38.438812
botello,botello,03-occidental,28-carapan,2008-05-31,20080531,27.258789
botello,botello,03-occidental,28-carapan,2008-06-30,20080630,43.130023
botello,botello,03-occidental,28-carapan,2008-07-31,20080731,52.595185
botello,botello,03-occidental,28-carapan,2008-08-31,20080831,59.213897
botello,botello,03-occidental,28-carapan,2008-09-30,20080930,56.432377
botello,botello,03-occidental,28-carapan,2008-10-31,20081031,54.375988
botello,botello,03-occidental,28-carapan,2008-11-30,20081130,54.027677
botello,botello,03-occidental,28-carapan,2008-12-31,20081231,42.60341
chicoasen,chicoasen,02-oriental,39-grijalva,2009-01-31,20090131,23.071883
chicoasen,chicoasen,02-oriental,39-grijalva,2009-02-29,20090229,26.061825
chicoasen,chicoasen,02-oriental,39-grijalva,2009-03-31,20090331,29.415596
chicoasen,chicoasen,02-oriental,39-grijalva,2009-04-30,20090430,30.653047
chicoasen,chicoasen,02-oriental,39-grijalva,2009-05-31,20090531,17.311039
chicoasen,chicoasen,02-oriental,39-grijalva,2009-06-30,20090630,23.658466
chicoasen,chicoasen,02-oriental,39-grijalva,2009-07-31,20090731,27.930357
chicoasen,chicoasen,02-oriental,39-grijalva,2009-08-31,20090831,28.813132
chicoasen,chicoasen,02-oriental,39-grijalva,2009-09-30,20090930,24.355187
chicoasen,chicoasen,02-oriental,39-grijalva,2009-10-31,20091031,22.313441
chicoasen,chicoasen,02-oriental,39-grijalva,2009-11-30,20091130,8.879726
chicoasen,chicoasen,02-oriental,39-grijalva,2009-12-31,20091231,8.51233
chicoasen,chicoasen,02-oriental,39-grijalva,2006-01-31,20060131,25.173697
chicoasen,chicoasen,02-oriental,39-grijalva,2006-02-29,20060229,17.359908
chicoasen,chicoasen,02-oriental,39-grijalva,2006-03-31,20060331,38.240697
chicoasen,chicoasen,02-oriental,39-grijalva,2006-04-30,20060430,30.199535
chicoasen,chicoasen,02-oriental,39-grijalva,2006-05-31,20060531,38.439735
chicoasen,chicoasen,02-oriental,39-grijalva,2006-06-30,20060630,38.369455
chicoasen,chicoasen,02-oriental,39-grijalva,2006-07-31,20060731,34.28039
chicoasen,chicoasen,02-oriental,39-grijalva,2006-08-31,20060831,36.628087
chicoasen,chicoasen,02-oriental,39-grijalva,2006-09-30,20060930,44.212042
chicoasen,chicoasen,02-oriental,39-grijalva,2006-10-31,20061031,29.053015
chicoasen,chicoasen,02-oriental,39-grijalva,2006-11-30,20061130,29.042294
chicoasen,chicoasen,02-oriental,39-grijalva,2006-12-31,20061231,21.17325
chicoasen,chicoasen,02-oriental,39-grijalva,2010-01-31,20100131,7.04108
chicoasen,chicoasen,02-oriental,39-grijalva,2010-02-29,20100229,4.826233
chicoasen,chicoasen,02-oriental,39-grijalva,2010-03-31,20100331,11.731096
chicoasen,chicoasen,02-oriental,39-grijalva,2010-04-30,20100430,10.700633
chicoasen,chicoasen,02-oriental,39-grijalva,2010-05-31,20100531,11.545199
chicoasen,chicoasen,02-oriental,39-grijalva,2010-06-30,20100630,25.508904
chicoasen,chicoasen,02-oriental,39-grijalva,2010-07-31,20100731,46.564217
chicoasen,chicoasen,02-oriental,39-grijalva,2010-08-31,20100831,54.194154
chicoasen,chicoasen,02-oriental,39-grijalva,2010-09-30,20100930,94.591934
chicoasen,chicoasen,02-oriental,39-grijalva,2010-10-31,20101031,76.670558
chicoasen,chicoasen,02-oriental,39-grijalva,2010-11-30,20101130,43.652649
chicoasen,chicoasen,02-oriental,39-grijalva,2010-12-31,20101231,29.760517
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-01-31,20070131,85.566213
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-02-29,20070229,84.403702
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-03-31,20070331,54.773654
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-04-30,20070430,29.952142
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-05-31,20070531,16.12234
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-06-30,20070630,27.56226
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-07-31,20070731,35.389471
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-08-31,20070831,46.967399
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-09-30,20070930,65.536982
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-10-31,20071031,75.737986
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-11-30,20071130,87.363862
chilapan,chilapan,02-oriental,37-coatzacoalcos,2007-12-31,20071231,0
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-01-31,20120131,92.55437
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-02-29,20120229,72.260128
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-03-31,20120331,33.191229
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-04-30,20120430,23.819701
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-05-31,20120531,32.574471
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-06-30,20120630,41.104866
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-07-31,20120731,29.401768
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-08-31,20120831,53.506912
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-09-30,20120930,55.040059
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-10-31,20121031,97.512089
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-11-30,20121130,57.171245
chilapan,chilapan,02-oriental,37-coatzacoalcos,2012-12-31,20121231,34.242655
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-01-31,20080131,86.364754
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-02-29,20080229,86.230406
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-03-31,20080331,59.260566
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-04-30,20080430,17.809861
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-05-31,20080531,4.535903
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-06-30,20080630,36.233606
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-07-31,20080731,46.619498
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-08-31,20080831,39.176795
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-09-30,20080930,60.325379
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-10-31,20081031,93.665438
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-11-30,20081130,94.224135
chilapan,chilapan,02-oriental,37-coatzacoalcos,2008-12-31,20081231,74.415871
colimilla,colimilla,03-occidental,23-guadalajara,2013-01-31,20130131,7.888604
colimilla,colimilla,03-occidental,23-guadalajara,2013-02-29,20130229,5.363666
colimilla,colimilla,03-occidental,23-guadalajara,2013-03-31,20130331,5.502203
colimilla,colimilla,03-occidental,23-guadalajara,2013-04-30,20130430,3.635639
colimilla,colimilla,03-occidental,23-guadalajara,2013-05-31,20130531,2.774729
colimilla,colimilla,03-occidental,23-guadalajara,2013-06-30,20130630,13.063238
colimilla,colimilla,03-occidental,23-guadalajara,2013-07-31,20130731,22.673655
colimilla,colimilla,03-occidental,23-guadalajara,2013-08-31,20130831,16.790419
colimilla,colimilla,03-occidental,23-guadalajara,2013-09-30,20130930,47.444496
colimilla,colimilla,03-occidental,23-guadalajara,2013-10-31,20131031,15.315427
colimilla,colimilla,03-occidental,23-guadalajara,2013-11-30,20131130,9.334972
colimilla,colimilla,03-occidental,23-guadalajara,2013-12-31,20131231,8.440039
colimilla,colimilla,03-occidental,23-guadalajara,2015-01-31,20150131,6.193248
colimilla,colimilla,03-occidental,23-guadalajara,2015-02-29,20150229,6.525675
colimilla,colimilla,03-occidental,23-guadalajara,2015-03-31,20150331,13.390262
colimilla,colimilla,03-occidental,23-guadalajara,2015-04-30,20150430,6.946682
colimilla,colimilla,03-occidental,23-guadalajara,2015-05-31,20150531,3.188978
colimilla,colimilla,03-occidental,23-guadalajara,2015-06-30,20150630,28.759969
colimilla,colimilla,03-occidental,23-guadalajara,2015-07-31,20150731,51.502219
colimilla,colimilla,03-occidental,23-guadalajara,2015-08-31,20150831,27.268503
colimilla,colimilla,03-occidental,23-guadalajara,2015-09-30,20150930,28.3603
colimilla,colimilla,03-occidental,23-guadalajara,2015-10-31,20151031,16.474737
colimilla,colimilla,03-occidental,23-guadalajara,2015-11-30,20151130,10.111624
colimilla,colimilla,03-occidental,23-guadalajara,2015-12-31,20151231,10.417589
colimilla,colimilla,03-occidental,23-guadalajara,2011-01-31,20110131,3.678847
colimilla,colimilla,03-occidental,23-guadalajara,2011-02-29,20110229,7.027154
colimilla,colimilla,03-occidental,23-guadalajara,2011-03-31,20110331,8.121384
colimilla,colimilla,03-occidental,23-guadalajara,2011-04-30,20110430,8.071967
colimilla,colimilla,03-occidental,23-guadalajara,2011-05-31,20110531,3.797667
colimilla,colimilla,03-occidental,23-guadalajara,2011-06-30,20110630,9.03198
colimilla,colimilla,03-occidental,23-guadalajara,2011-07-31,20110731,35.29267
colimilla,colimilla,03-occidental,23-guadalajara,2011-08-31,20110831,28.233108
colimilla,colimilla,03-occidental,23-guadalajara,2011-09-30,20110930,12.45482
colimilla,colimilla,03-occidental,23-guadalajara,2011-10-31,20111031,8.253706
colimilla,colimilla,03-occidental,23-guadalajara,2011-11-30,20111130,3.759861
colimilla,colimilla,03-occidental,23-guadalajara,2011-12-31,20111231,3.276204
colina,colina,05-norte,09-chihuahua,2009-01-31,20090131,28.629769
colina,colina,05-norte,09-chihuahua,2009-02-29,20090229,54.023241
colina,colina,05-norte,09-chihuahua,2009-03-31,20090331,57.536435
colina,colina,05-norte,09-chihuahua,2009-04-30,20090430,66.026713
colina,colina,05-norte,09-chihuahua,2009-05-31,20090531,71.11537
colina,colina,05-norte,09-chihuahua,2009-06-30,20090630,74.411898
colina,colina,05-norte,09-chihuahua,2009-07-31,20090731,56.552778
colina,colina,05-norte,09-chihuahua,2009-08-31,20090831,56.644676
colina,colina,05-norte,09-chihuahua,2009-09-30,20090930,0
colina,colina,05-norte,09-chihuahua,2009-10-31,20091031,0
colina,colina,05-norte,09-chihuahua,2009-11-30,20091130,0
colina,colina,05-norte,09-chihuahua,2009-12-31,20091231,0
colina,colina,05-norte,09-chihuahua,2006-01-31,20060131,2.600417
colina,colina,05-norte,09-chihuahua,2006-02-29,20060229,72.491759
colina,colina,05-norte,09-chihuahua,2006-03-31,20060331,76.307546
colina,colina,05-norte,09-chihuahua,2006-04-30,20060430,73.343426
colina,colina,05-norte,09-chihuahua,2006-05-31,20060531,69.568843
colina,colina,05-norte,09-chihuahua,2006-06-30,20060630,50.186991
colina,colina,05-norte,09-chihuahua,2006-07-31,20060731,9.562639
colina,colina,05-norte,09-chihuahua,2006-08-31,20060831,0
colina,colina,05-norte,09-chihuahua,2006-09-30,20060930,0
colina,colina,05-norte,09-chihuahua,2006-10-31,20061031,0
colina,colina,05-norte,09-chihuahua,2006-11-30,20061130,0
colina,colina,05-norte,09-chihuahua,2006-12-31,20061231,0
colina,colina,05-norte,09-chihuahua,2011-01-31,20110131,18.614537
colina,colina,05-norte,09-chihuahua,2011-02-29,20110229,65.176019
colina,colina,05-norte,09-chihuahua,2011-03-31,20110331,67.199861
colina,colina,05-norte,09-chihuahua,2011-04-30,20110430,69.475324
colina,colina,05-norte,09-chihuahua,2011-05-31,20110531,68.29412
colina,colina,05-norte,09-chihuahua,2011-06-30,20110630,69.661991
colina,colina,05-norte,09-chihuahua,2011-07-31,20110731,69.155556
colina,colina,05-norte,09-chihuahua,2011-08-31,20110831,42.077685
colina,colina,05-norte,09-chihuahua,2011-09-30,20110930,0
colina,colina,05-norte,09-chihuahua,2011-10-31,20111031,0
colina,colina,05-norte,09-chihuahua,2011-11-30,20111130,0
