D a t e , D r o u g h t L e v e l , P r o d u c t i o n
2006-01-31,1,987.536
2006-02-28,2,847.469
2006-03-31,3,1158.961
2006-04-30,3,1096.045
2006-05-31,2,471.967
2006-06-30,2,3848.504
2006-07-31,1,3172.759
2006-08-31,0,12282.579
2006-09-30,0,5640.105
2006-10-31,0,6708.774
2006-11-30,0,1659.797
2006-12-31,0,923.027
2007-01-31,0,1384.342
2007-02-28,0,1395.79
2007-03-31,1,1324.413
2007-04-30,2,1338.55
2007-05-31,2,661.51
2007-06-30,2,2829.211
2007-07-31,1,9038.941
2007-08-31,0,17487.152
2007-09-30,0,15002.484
2007-10-31,1,3140.105
2007-11-30,1,1789.81
2007-12-31,1,1820.172
2008-01-31,2,875.045
2008-02-29,2,1882.69
2008-03-31,2,1112.072
2008-04-30,2,1188.527
2008-05-31,2,738.262
2008-06-30,2,8231.392
2008-07-31,1,16064.682
2008-08-31,1,12880.177
2008-09-30,0,12580.83
2008-10-31,0,6983.134
2008-11-30,0,1965.217
2008-12-31,0,1578.166
2009-01-31,0,1946.302
2009-02-28,0,0
2009-03-31,1,0
2009-04-30,1,0
2009-05-31,1,0
2009-06-30,1,0
2009-07-31,1,0
2009-08-31,2,0
2009-09-30,2,0
2009-10-31,2,0
2009-11-30,2,0
2009-12-31,2,0
2010-01-31,2,0
2010-02-28,0,0
2010-03-31,0,0
2010-04-30,0,0
2010-05-31,0,0
2010-06-30,0,0
2010-07-31,0,0
2010-08-31,0,0
2010-09-30,0,0
2010-10-31,0,0
2010-11-30,0,0
2010-12-31,0,0
2011-01-31,0,1356.17
2011-02-28,0,2590.49
2011-03-31,1,2993.867
2011-04-30,2,2975.65
2011-05-31,2,1399.972
2011-06-30,3,3329.549
2011-07-31,2,13010.29
2011-08-31,2,10407.853
2011-09-30,1,4591.345
2011-10-31,2,3042.646
2011-11-30,2,1386.035
2011-12-31,2,1207.74
2012-01-31,2,1316.947
2012-02-29,0,4518.375
2012-03-31,0,2389.1
2012-04-30,0,1721.219
2012-05-31,0,1416.597
2012-06-30,0,4994.921
2012-07-31,0,14127.34
2012-08-31,0,7727.867
2012-09-30,0,6210.925
2012-10-31,0,1979.154
2012-11-30,0,1449.15
2012-12-31,0,1409.428
2013-01-31,0,2908.055
2013-02-28,0,1977.262
2013-03-31,0,2028.332
2013-04-30,0,1340.242
2013-05-31,0,1022.876
2013-06-30,0,4815.632
2013-07-31,0,8358.416
2013-08-31,0,6189.62
2013-09-30,0,17489.939
2013-10-31,0,5645.879
2013-11-30,0,3441.244
2013-12-31,0,3111.336
2014-01-31,0,3373.153
2014-02-28,0,1886.472
2014-03-31,0,1823.755
2014-04-30,0,1922.808
2014-05-31,0,1580.953
2014-06-30,0,5487.893
2014-07-31,0,7260.281
2014-08-31,0,6301.018
2014-09-30,0,10027.572
2014-10-31,0,9898.356
2014-11-30,0,3651.992
2014-12-31,0,2260.283
2015-01-31,0,2283.079
2015-02-28,0,2405.625
2015-03-31,0,4936.186
2015-04-30,0,2560.825
2015-05-31,0,1175.585
2015-06-30,0,10602.075
2015-07-31,0,18985.778
2015-08-31,0,10052.261
2015-09-30,0,10454.741
2015-10-31,0,6073.247
2015-11-30,0,3727.549
2015-12-31,0,3840.34
