D a t e , D r o u g h t L e v e l , P r o d u c t i o n
2006-01-31,2,369.589
2006-02-28,2,338.562
2006-03-31,3,355.485
2006-04-30,3,348.521
2006-05-31,1,371.34
2006-06-30,2,364.811
2006-07-31,0,370.607
2006-08-31,0,388.798
2006-09-30,0,397.103
2006-10-31,0,401.763
2006-11-30,0,344.553
2006-12-31,0,335.735
2007-01-31,0,356.592
2007-02-28,0,328.407
2007-03-31,0,347.353
2007-04-30,1,324.519
2007-05-31,1,332.447
2007-06-30,1,326.446
2007-07-31,2,340.532
2007-08-31,0,328.725
2007-09-30,0,179.51
2007-10-31,1,77.765
2007-11-30,1,0
2007-12-31,1,0
2008-01-31,1,333.757
2008-02-29,2,312.156
2008-03-31,2,332.905
2008-04-30,2,314.153
2008-05-31,3,319.209
2008-06-30,3,332.749
2008-07-31,2,364.461
2008-08-31,2,359.126
2008-09-30,1,357.75
2008-10-31,1,263.973
2008-11-30,1,362.137
2008-12-31,1,362.161
2009-01-31,1,366.011
2009-02-28,1,295.457
2009-03-31,1,343.745
2009-04-30,1,326.131
2009-05-31,1,337.75
2009-06-30,1,335.092
2009-07-31,2,356.598
2009-08-31,3,359.89
2009-09-30,2,348.028
2009-10-31,2,316.052
2009-11-30,2,345.969
2009-12-31,2,353.443
2010-01-31,2,342.498
2010-02-28,0,308.406
2010-03-31,0,336.26
2010-04-30,0,311.43
2010-05-31,0,337.733
2010-06-30,0,309.225
2010-07-31,0,381.658
2010-08-31,0,380.531
2010-09-30,0,314.161
2010-10-31,0,357.009
2010-11-30,0,394.683
2010-12-31,0,398.046
2011-01-31,0,390.125
2011-02-28,0,352.041
2011-03-31,1,210.963
2011-04-30,2,358.087
2011-05-31,1,362.565
2011-06-30,3,348.811
2011-07-31,2,364.318
2011-08-31,2,342.406
2011-09-30,1,345.012
2011-10-31,1,365.158
2011-11-30,1,354.448
2011-12-31,1,310.392
2012-01-31,1,348.552
2012-02-29,0,321.813
2012-03-31,0,260.242
2012-04-30,0,280.781
2012-05-31,0,238.959
2012-06-30,0,155.765
2012-07-31,0,160.07
2012-08-31,0,170.859
2012-09-30,0,179.669
2012-10-31,0,92.648
2012-11-30,0,124.849
2012-12-31,0,133.712
2013-01-31,0,142.737
2013-02-28,0,148.691
2013-03-31,0,253.831
2013-04-30,0,270.117
2013-05-31,0,280.062
2013-06-30,0,284.015
2013-07-31,0,308.544
2013-08-31,0,295.14
2013-09-30,0,295.061
2013-10-31,0,225.847
2013-11-30,0,155.302
2013-12-31,0,190.783
2014-01-31,0,166.893
2014-02-28,0,162.331
2014-03-31,0,183.188
2014-04-30,0,182.953
2014-05-31,0,174.398
2014-06-30,0,157.781
2014-07-31,0,141.423
2014-08-31,0,95.41
2014-09-30,0,120.789
2014-10-31,0,166.839
2014-11-30,0,115.668
2014-12-31,0,150.15
2015-01-31,1,180.691
2015-02-28,0,146.565
2015-03-31,0,172.47
2015-04-30,0,126.298
2015-05-31,0,157.409
2015-06-30,0,208.371
2015-07-31,0,254.184
2015-08-31,1,331.855
2015-09-30,1,331.638
2015-10-31,1,283.599
2015-11-30,1,213.632
2015-12-31,0,248.261
