D a t e , D r o u g h t L e v e l , P r o d u c t i o n
2006-01-31,0,1396.008
2006-02-28,0,1209.966
2006-03-31,0,4027.615
2006-04-30,0,3329.241
2006-05-31,0,6698.732
2006-06-30,0,5364.775
2006-07-31,0,5255.599
2006-08-31,0,3161.921
2006-09-30,0,8909.259
2006-10-31,0,12749.677
2006-11-30,0,10670.666
2006-12-31,0,7717.677
2007-01-31,0,4973.977
2007-02-28,0,3712.132
2007-03-31,0,3666.784
2007-04-30,1,3639.462
2007-05-31,1,4544.152
2007-06-30,1,9264.65
2007-07-31,1,11547.675
2007-08-31,0,13369.14
2007-09-30,1,12998.414
2007-10-31,0,10102.535
2007-11-30,0,7596.905
2007-12-31,0,5830.536
2008-01-31,0,4933.521
2008-02-29,0,4324.058
2008-03-31,0,3373.846
2008-04-30,0,3443.891
2008-05-31,0,4149.967
2008-06-30,0,11407.247
2008-07-31,0,13309.646
2008-08-31,0,14592.368
2008-09-30,0,14180.924
2008-10-31,0,14294.114
2008-11-30,0,10662.546
2008-12-31,1,7409.092
2009-01-31,1,5369.1
2009-02-28,1,3964.626
2009-03-31,1,4229.814
2009-04-30,1,4133.593
2009-05-31,0,7537.771
2009-06-30,0,11445.701
2009-07-31,1,10654.474
2009-08-31,1,9731.741
2009-09-30,2,10803.22
2009-10-31,2,10841.755
2009-11-30,2,11006.716
2009-12-31,2,7206.877
2010-01-31,3,5087.665
2010-02-28,3,3665.589
2010-03-31,2,3855.56
2010-04-30,3,4477.383
2010-05-31,2,6982.892
2010-06-30,2,12244.247
2010-07-31,0,13530.547
2010-08-31,0,9676.583
2010-09-30,0,9937.968
2010-10-31,0,12627.866
2010-11-30,0,10292.64
2010-12-31,0,7677.557
2011-01-31,0,6261.618
2011-02-28,0,4332.933
2011-03-31,0,5137.338
2011-04-30,1,4804.687
2011-05-31,0,6155.14
2011-06-30,0,11264.509
2011-07-31,0,15541.371
2011-08-31,0,15143.933
2011-09-30,0,15061.578
2011-10-31,0,14588.371
2011-11-30,0,10340.753
2011-12-31,0,7567.977
2012-01-31,0,5886.127
2012-02-29,0,4555.496
2012-03-31,0,4397.661
2012-04-30,0,4198.197
2012-05-31,0,6426.723
2012-06-30,0,10676.006
2012-07-31,0,11119.401
2012-08-31,0,13896.759
2012-09-30,0,14844.044
2012-10-31,0,14400.094
2012-11-30,0,9244.117
2012-12-31,0,6043.75
2013-01-31,0,5034.51
2013-02-28,0,3671.602
2013-03-31,0,3565.153
2013-04-30,0,3168.549
2013-05-31,0,5146.484
2013-06-30,0,14141.881
2013-07-31,0,15083.164
2013-08-31,0,14365.994
2013-09-30,0,14558.366
2013-10-31,0,15108.812
2013-11-30,0,12775.864
2013-12-31,0,8163.12
2014-01-31,0,6000.521
2014-02-28,0,4588.999
2014-03-31,0,4451.71
2014-04-30,0,4188.578
2014-05-31,0,8733.914
2014-06-30,0,14337.525
2014-07-31,0,12074.078
2014-08-31,0,9333.456
2014-09-30,0,12659.092
2014-10-31,0,14723.335
2014-11-30,0,8891.061
2014-12-31,0,5892.619
2015-01-31,0,5346.635
2015-02-28,0,3773.691
2015-03-31,0,3960.912
2015-04-30,0,4407.148
2015-05-31,0,7374.496
2015-06-30,0,10247.787
2015-07-31,1,10108.135
2015-08-31,1,9960.125
2015-09-30,1,13209.922
2015-10-31,1,14356.018
2015-11-30,0,10383.597
2015-12-31,0,6853.107
